"year","cz","employment_march","establishments","payroll_quarter1"
2003,547,1106,229,4508000
2004,547,1141,223,4740000
2005,547,1221,221,4986000
2006,547,1279,215,5517000
2007,547,875,210,5500000
2008,547,1359,212,6159000
2009,547,956,204,6191000
2010,547,958,212,6277000
2011,547,1167,212,4838000
2012,547,1240,204,7833000
2013,547,1231,195,7856000
2014,547,915,200,8428000
2015,547,1322,202,9617000
2016,547,1230,206,9732000
2017,547,1370,216,10378000
2018,547,1344,207,10143000
2019,547,1286,203,10881000
2001,548,24311,2091,125629000
2002,548,23741,2056,126235000
2003,548,24151,2040,129014000
2004,548,24413,2070,133114000
2005,548,24231,2038,134406000
2006,548,24834,2059,146837000
2007,548,21673,2082,129199000
2008,548,22042,2038,139485000
2009,548,22306,1974,141996000
2010,548,22488,1950,141296000
2011,548,21921,1892,140972000
2012,548,24798,1892,183360000
2013,548,24514,1867,181657000
2014,548,23695,1825,184630000
2015,548,24393,1825,187206000
2016,548,24656,1791,195912000
2017,548,23442,1791,211407000
2018,548,23472,1754,221065000
2019,548,23214,1744,221939000
2001,549,40679,3026,257315000
2002,549,39755,3035,249460000
2003,549,39765,3004,250246000
2004,549,39154,2996,254361000
2005,549,39251,2997,257443000
2006,549,39811,2974,279354000
2007,549,39153,3001,285619000
2008,549,39007,2922,290273000
2009,549,38653,2888,292319000
2010,549,38865,2870,293939000
2011,549,38832,2834,319718000
2012,549,40431,2816,378818000
2013,549,38602,2802,337012000
2014,549,40106,2794,355906000
2015,549,39104,2787,350570000
2016,549,38673,2783,349281000
2017,549,38734,2797,366966000
2018,549,39517,2744,376730000
2019,549,39706,2725,391171000
2001,550,9653,888,50797000
2002,550,10017,882,51681000
2003,550,9399,877,50017000
2004,550,9413,869,51425000
2005,550,9481,865,52871000
2006,550,9440,874,56784000
2007,550,8483,899,52658000
2008,550,8632,890,55864000
2009,550,8366,883,55189000
2010,550,8290,876,53707000
2011,550,8409,861,58171000
2012,550,8535,872,62135000
2013,550,8489,887,62516000
2014,550,8700,890,64935000
2015,550,8844,887,68102000
2016,550,9162,892,69619000
2017,550,8857,883,73023000
2018,550,9193,867,77173000
2019,550,9183,876,80510000
2001,551,57690,3907,338298000
2002,551,56710,3933,329549000
2003,551,58566,3842,338330000
2004,551,56440,3795,331756000
2005,551,56840,3830,336579000
2006,551,58030,3884,365884000
2007,551,59003,3966,388401000
2008,551,59922,3950,406806000
2009,551,57400,3883,389237000
2010,551,55372,3923,373869000
2011,551,56996,3928,406245000
2012,551,57153,3987,426343000
2013,551,57688,3993,441565000
2014,551,57560,3942,456706000
2015,551,57325,3942,466371000
2016,551,56619,3915,449074000
2017,551,55216,3966,462805000
2018,551,56949,3932,494901000
2019,551,57105,3967,517286000
2001,552,43908,3637,233739000
2002,552,45630,3683,259508000
2003,552,46803,3706,265373000
2004,552,47301,3759,279658000
2005,552,46371,3792,292526000
2006,552,48343,3903,312136000
2007,552,50189,4051,351770000
2008,552,49479,3924,366501000
2009,552,48318,3699,365041000
2010,552,46734,3598,342497000
2011,552,46027,3540,340236000
2012,552,44859,3536,356482000
2013,552,44167,3458,348890000
2014,552,45424,3436,369706000
2015,552,46614,3494,379578000
2016,552,47216,3487,386463000
2017,552,46939,3530,403196000
2018,552,47590,3486,421165000
2019,552,47284,3496,425863000
2001,553,11528,982,58782000
2002,553,11519,1038,61357000
2003,553,11549,980,61672000
2004,553,11832,968,64509000
2005,553,11764,959,68437000
2006,553,12005,939,74684000
2007,553,11394,938,74654000
2008,553,11596,922,78760000
2009,553,11014,906,79217000
2010,553,10704,920,74593000
2011,553,10986,883,79307000
2012,553,10859,873,82753000
2013,553,10809,881,82654000
2014,553,10973,866,89993000
2015,553,10887,850,85985000
2016,553,11340,846,91173000
2017,553,11359,843,91551000
2018,553,11446,826,101088000
2019,553,11863,810,107128000
2001,554,14007,1333,75441000
2002,554,14694,1412,74407000
2003,554,15813,1480,83395000
2004,554,15882,1516,89097000
2005,554,16129,1499,90894000
2006,554,16046,1443,95436000
2007,554,16388,1378,101646000
2008,554,15518,1359,96894000
2009,554,14260,1342,89729000
2010,554,13560,1294,87899000
2011,554,13507,1270,87859000
2012,554,13652,1258,97554000
2013,554,13113,1253,97219000
2014,554,13349,1265,103285000
2015,554,13791,1284,108842000
2016,554,13924,1297,107221000
2017,554,13414,1244,110403000
2018,554,13982,1252,113917000
2019,554,13833,1215,114920000
2001,555,8457,959,40757000
2002,555,9930,948,49054000
2003,555,10051,935,51604000
2004,555,9798,934,51206000
2005,555,9686,931,52388000
2006,555,9673,939,51929000
2007,555,10294,953,54729000
2008,555,10247,909,57632000
2009,555,9870,894,55728000
2010,555,9757,890,54258000
2011,555,9918,870,58148000
2012,555,9761,884,62823000
2013,555,10002,901,64968000
2014,555,10170,907,64749000
2015,555,9963,904,64508000
2016,555,10189,908,66925000
2017,555,10315,930,74314000
2018,555,10142,925,73900000
2019,555,10105,899,75681000
2001,556,2272,132,10662000
2002,556,2549,138,12827000
2003,556,2470,135,13596000
2004,556,2651,142,14082000
2005,556,2693,144,14505000
2006,556,2814,142,16076000
2007,556,2571,144,14597000
2008,556,2526,139,15044000
2009,556,2433,133,14972000
2010,556,2420,128,15233000
2011,556,2453,129,15829000
2012,556,2533,131,17178000
2013,556,2523,129,17115000
2014,556,2398,129,16704000
2015,556,2441,133,16678000
2016,556,2554,135,17966000
2017,556,715,63,4793000
2018,556,721,66,4951000
2019,556,695,58,4793000
2001,557,2772,337,12937000
2002,557,2654,345,12928000
2003,557,2959,335,14053000
2004,557,3076,335,15102000
2005,557,3726,335,19292000
2006,557,3863,331,22171000
2007,557,3970,335,25907000
2008,557,4065,325,26275000
2009,557,4077,326,25293000
2010,557,3988,336,22524000
2011,557,4499,362,27368000
2012,557,6657,411,71768000
2013,557,6916,439,82911000
2014,557,7745,468,97909000
2015,557,9837,495,123467000
2016,557,8122,467,98400000
2017,557,6863,482,75880000
2018,557,7185,472,82676000
2019,557,7462,461,90814000
2001,558,90934,5632,485568000
2002,558,87465,5709,483234000
2003,558,91913,5611,526842000
2004,558,88590,5595,509044000
2005,558,89324,5669,516470000
2006,558,89791,5668,565194000
2007,558,88771,5765,582097000
2008,558,88864,5629,599563000
2009,558,80836,5442,550825000
2010,558,81814,5379,554845000
2011,558,79698,5259,558513000
2012,558,80103,5245,587090000
2013,558,80807,5264,595517000
2014,558,79730,5221,608555000
2015,558,81490,5198,633550000
2016,558,83317,5231,660977000
2017,558,84040,5278,694296000
2018,558,84948,5242,724290000
2019,558,88306,5266,761449000
2001,559,63673,4238,348094000
2002,559,62641,4267,351615000
2003,559,63815,4214,366877000
2004,559,65643,4255,384207000
2005,559,64213,4250,389580000
2006,559,64290,4267,417533000
2007,559,64700,4369,428112000
2008,559,62618,4248,435865000
2009,559,59940,4109,411364000
2010,559,59295,4117,399781000
2011,559,60352,4006,418510000
2012,559,60187,3994,447811000
2013,559,59549,3969,457120000
2014,559,60243,3944,458407000
2015,559,60436,3992,482662000
2016,559,61529,3956,485824000
2017,559,61108,3999,504398000
2018,559,60057,3982,516495000
2019,559,59947,3984,523960000
2001,560,20476,1585,106233000
2002,560,19768,1613,104520000
2003,560,18981,1582,103321000
2004,560,19024,1581,105737000
2005,560,18874,1564,106664000
2006,560,19753,1556,111394000
2007,560,19983,1562,111276000
2008,560,19467,1516,116285000
2009,560,17379,1457,103590000
2010,560,17738,1474,104448000
2011,560,17916,1433,108463000
2012,560,18177,1459,122182000
2013,560,18381,1445,125446000
2014,560,17892,1438,128253000
2015,560,17975,1413,131627000
2016,560,18328,1427,133321000
2017,560,17919,1428,143494000
2018,560,17774,1431,145944000
2019,560,17589,1409,147075000
2001,561,10061,953,51699000
2002,561,9617,944,53603000
2003,561,8739,932,46966000
2004,561,8524,906,47472000
2005,561,8280,913,48247000
2006,561,8286,912,52866000
2007,561,8435,907,57118000
2008,561,8851,904,60624000
2009,561,8576,898,59890000
2010,561,8318,907,57758000
2011,561,8582,885,62637000
2012,561,8550,885,66465000
2013,561,8525,899,68501000
2014,561,8716,884,72080000
2015,561,8368,882,70432000
2016,561,8869,893,77767000
2017,561,8408,879,77758000
2018,561,8582,867,80750000
2019,561,8278,841,74197000
2001,562,10622,895,54067000
2002,562,10848,971,55334000
2003,562,10718,980,55332000
2004,562,11166,1053,59046000
2005,562,11355,1112,62518000
2006,562,12152,1222,72376000
2007,562,12666,1293,81050000
2008,562,12139,1226,76011000
2009,562,11031,1131,68732000
2010,562,10636,1105,65154000
2011,562,9972,1078,62345000
2012,562,10030,1082,63968000
2013,562,10020,1075,65373000
2014,562,10524,1073,66599000
2015,562,10866,1120,71577000
2016,562,11437,1156,75320000
2017,562,11473,1186,79807000
2018,562,11424,1206,83258000
2019,562,11724,1223,86564000
2001,563,18944,1649,94314000
2002,563,19253,1654,103933000
2003,563,22084,1633,135945000
2004,563,18821,1608,103914000
2005,563,20545,1595,119808000
2006,563,21327,1573,127736000
2007,563,21421,1638,135973000
2008,563,21837,1628,143056000
2009,563,21481,1599,143742000
2010,563,21636,1620,144038000
2011,563,21359,1589,152097000
2012,563,21531,1575,166194000
2013,563,22444,1598,176510000
2014,563,21869,1599,180113000
2015,563,20648,1565,164273000
2016,563,20486,1566,160647000
2017,563,19760,1534,161607000
2018,563,19040,1541,166073000
2019,563,19516,1513,175832000
2001,564,26676,2342,141377000
2002,564,26660,2356,144319000
2003,564,26284,2335,146466000
2004,564,26533,2333,149848000
2005,564,26342,2310,154785000
2006,564,26802,2313,166965000
2007,564,26699,2307,172029000
2008,564,26940,2299,184845000
2009,564,26680,2266,189798000
2010,564,26751,2247,187181000
2011,564,26641,2197,201349000
2012,564,27357,2206,215262000
2013,564,27641,2193,219636000
2014,564,26478,2147,218260000
2015,564,27104,2142,234843000
2016,564,26309,2110,235389000
2017,564,26371,2136,248377000
2018,564,25788,2113,255843000
2019,564,25998,2102,265445000
2001,565,76995,5414,452971000
2002,565,73831,5437,433064000
2003,565,74443,5493,445476000
2004,565,74475,5561,449663000
2005,565,73157,5615,458195000
2006,565,74732,5599,500072000
2007,565,72827,5593,509526000
2008,565,72927,5546,534077000
2009,565,69678,5433,510042000
2010,565,71947,5428,506689000
2011,565,72707,5398,542091000
2012,565,73448,5488,582277000
2013,565,73960,5481,587289000
2014,565,75186,5539,629946000
2015,565,74207,5567,637780000
2016,565,74953,5600,643335000
2017,565,76337,5650,683752000
2018,565,77163,5638,711303000
2019,565,77453,5646,753729000
2001,566,49514,2906,335965000
2002,566,49545,2972,337145000
2003,566,50013,3041,337387000
2004,566,48631,3059,339170000
2005,566,49074,3075,357253000
2006,566,49238,3088,428619000
2007,566,49108,3128,401160000
2008,566,50850,3071,427878000
2009,566,48583,3012,398628000
2010,566,46844,2989,376069000
2011,566,47303,2986,416007000
2012,566,48003,2989,426639000
2013,566,48307,2952,428203000
2014,566,49641,2981,478121000
2015,566,48726,3005,457820000
2016,566,49267,3008,475257000
2017,566,49071,3007,504637000
2018,566,48638,2984,496751000
2019,566,50300,2989,538332000
2001,567,15247,1525,87177000
2002,567,15792,1625,90912000
2003,567,15806,1610,93258000
2004,567,16190,1666,96089000
2005,567,16642,1674,99197000
2006,567,17144,1635,103592000
2007,567,16813,1655,108722000
2008,567,16658,1620,110010000
2009,567,15610,1552,104199000
2010,567,15008,1541,99717000
2011,567,14877,1505,111453000
2012,567,14616,1509,109849000
2013,567,14729,1513,112452000
2014,567,15277,1503,120081000
2015,567,16182,1528,123771000
2016,567,16516,1512,127950000
2017,567,17004,1524,141434000
2018,567,17014,1529,150569000
2019,567,17241,1509,155299000
2001,568,33712,2598,186402000
2002,568,32384,2689,185904000
2003,568,32216,2638,192119000
2004,568,33393,2614,199259000
2005,568,34084,2618,194785000
2006,568,35104,2638,207275000
2007,568,34083,2679,212264000
2008,568,33576,2662,213461000
2009,568,33282,2626,224387000
2010,568,33107,2584,217724000
2011,568,33943,2570,241836000
2012,568,34726,2571,263355000
2013,568,33355,2561,259250000
2014,568,33433,2576,265518000
2015,568,33687,2571,269175000
2016,568,33536,2549,255837000
2017,568,32860,2606,259766000
2018,568,32754,2580,272090000
2019,568,33136,2567,282286000
2001,569,22262,2317,119503000
2002,569,22662,2390,128220000
2003,569,22823,2396,131606000
2004,569,23149,2442,137141000
2005,569,23544,2458,141517000
2006,569,24384,2508,155213000
2007,569,24586,2568,163474000
2008,569,25379,2545,175964000
2009,569,24487,2461,168984000
2010,569,23725,2418,162703000
2011,569,23631,2399,166930000
2012,569,23913,2431,178952000
2013,569,24458,2432,186097000
2014,569,24670,2453,194354000
2015,569,25263,2519,202275000
2016,569,26256,2502,211724000
2017,569,27197,2591,230781000
2018,569,27490,2648,241119000
2019,569,28707,2723,257930000
2001,570,5306,454,25268000
2002,570,4996,466,25290000
2003,570,4892,466,25443000
2004,570,4962,467,25055000
2005,570,4937,482,25736000
2006,570,4774,471,26929000
2007,570,4756,465,27417000
2008,570,4786,458,28928000
2009,570,4424,443,27224000
2010,570,4520,450,27556000
2011,570,4326,439,27814000
2012,570,4344,456,30213000
2013,570,4390,454,31502000
2014,570,4350,442,32345000
2015,570,4526,443,34722000
2016,570,4379,444,33260000
2017,570,4168,445,36901000
2018,570,4144,441,38261000
2019,570,4043,444,39086000
2001,571,7165,861,36120000
2002,571,7080,845,36936000
2003,571,7112,851,37772000
2004,571,6944,854,39020000
2005,571,6751,850,37059000
2006,571,7125,850,40657000
2007,571,7063,841,43017000
2008,571,7248,843,45557000
2009,571,7043,811,45337000
2010,571,6717,797,43132000
2011,571,6623,783,46919000
2012,571,6717,796,49226000
2013,571,6731,783,48620000
2014,571,6943,784,53971000
2015,571,7065,788,58037000
2016,571,6886,783,56679000
2017,571,6675,799,56368000
2018,571,6686,775,58931000
2019,571,6580,773,58937000
2001,572,28050,2434,150027000
2002,572,26556,2447,143859000
2003,572,26082,2402,143723000
2004,572,26573,2417,148435000
2005,572,27465,2479,156931000
2006,572,29290,2502,174299000
2007,572,29624,2567,181074000
2008,572,30487,2508,196917000
2009,572,29794,2496,194739000
2010,572,28690,2481,189242000
2011,572,28861,2432,197869000
2012,572,29733,2478,219578000
2013,572,29861,2462,229033000
2014,572,30233,2460,231116000
2015,572,30884,2438,253868000
2016,572,31282,2472,251598000
2017,572,30848,2446,251780000
2018,572,31479,2457,267292000
2019,572,32088,2451,288587000
2001,573,15048,1233,76839000
2002,573,14938,1275,79175000
2003,573,15343,1269,81892000
2004,573,16404,1285,89602000
2005,573,16891,1323,93005000
2006,573,17655,1327,101316000
2007,573,17670,1403,107306000
2008,573,17352,1352,113265000
2009,573,16641,1327,103019000
2010,573,16732,1321,100414000
2011,573,17059,1287,108296000
2012,573,17746,1291,117797000
2013,573,17964,1323,125260000
2014,573,18777,1291,132639000
2015,573,19065,1276,136914000
2016,573,18683,1302,133416000
2017,573,18911,1326,148655000
2018,573,19270,1351,154504000
2019,573,19992,1353,161909000
2001,574,15022,1496,88606000
2002,574,14917,1507,91565000
2003,574,14447,1471,92440000
2004,574,14461,1492,91296000
2005,574,14201,1486,91212000
2006,574,14141,1453,97280000
2007,574,13772,1457,99419000
2008,574,14701,1406,106584000
2009,574,14102,1341,98826000
2010,574,13731,1323,96387000
2011,574,13761,1307,100689000
2012,574,14099,1313,108927000
2013,574,14514,1303,115177000
2014,574,14578,1294,122850000
2015,574,14968,1286,125890000
2016,574,15154,1295,124489000
2017,574,15090,1285,128084000
2018,574,14945,1276,136203000
2019,574,14902,1272,137453000
2001,575,12084,1159,65310000
2002,575,11793,1218,71090000
2003,575,12057,1209,69079000
2004,575,12854,1215,74992000
2005,575,12513,1224,73467000
2006,575,13109,1237,82722000
2007,575,13045,1235,86683000
2008,575,12049,1165,87261000
2009,575,11055,1121,80037000
2010,575,11084,1104,77817000
2011,575,11600,1092,83724000
2012,575,10777,1091,80937000
2013,575,11349,1087,86576000
2014,575,11172,1085,84739000
2015,575,11482,1078,88006000
2016,575,11580,1090,92619000
2017,575,11932,1104,103208000
2018,575,12226,1118,111497000
2019,575,12067,1109,117961000
2001,576,8091,921,38416000
2002,576,7729,890,37565000
2003,576,7343,879,36559000
2004,576,7458,894,37932000
2005,576,7300,885,38244000
2006,576,7735,869,41820000
2007,576,7803,876,43403000
2008,576,7670,857,47532000
2009,576,7806,855,49598000
2010,576,7604,853,48721000
2011,576,7491,841,51644000
2012,576,7496,827,54160000
2013,576,7436,829,53601000
2014,576,7470,830,54318000
2015,576,7426,839,53717000
2016,576,7320,830,54290000
2017,576,7063,798,54234000
2018,576,7033,772,54018000
2019,576,6766,767,52420000
2001,577,1513,246,5845000
2002,577,1542,252,6509000
2003,577,1489,243,5907000
2004,577,1532,257,6228000
2005,577,1336,240,5679000
2006,577,1511,229,7043000
2007,577,1490,214,7115000
2008,577,1435,211,7829000
2009,577,1350,224,7568000
2010,577,1333,227,8096000
2011,577,1543,222,8844000
2012,577,1521,231,9821000
2013,577,1600,235,9774000
2014,577,1493,238,9692000
2015,577,1549,238,10731000
2016,577,1440,223,10321000
2017,577,1432,227,11370000
2018,577,1499,230,11769000
2019,577,1424,217,11847000
2001,578,1906,281,7189000
2002,578,1997,278,7725000
2003,578,1826,276,7548000
2004,578,2090,272,7975000
2005,578,2024,287,8306000
2006,578,2140,287,9415000
2007,578,2058,283,9137000
2008,578,1954,276,9209000
2009,578,1765,269,9151000
2010,578,1827,283,9186000
2011,578,1957,278,9584000
2012,578,1870,281,10101000
2013,578,1883,292,10566000
2014,578,2028,288,11104000
2015,578,1829,290,9996000
2016,578,1777,289,10704000
2017,578,1787,290,11338000
2018,578,1770,288,11520000
2019,578,1697,288,11338000
2001,579,11273,1080,61973000
2002,579,11544,1094,68564000
